amount,year,spending_type,spending_source,gl,crd,donor,sub_vote_name,sub_vote_code,programme_name,programme_code,page,vote_name,vote_code,source
0,2013,estimates,forex,,G,D Basket Fund,LOCAL GOVERNMENT AUTHORITIES,8091,5499,5493,175,KILIMANJARO REGION,75,development
591930000,2013,estimates,local,,G,D World Bank,LOCAL GOVERNMENT AUTHORITIES,8091,6277,5499,175,KILIMANJARO REGION,75,development
0,2011,actual,forex,,G,D World Bank,LOCAL GOVERNMENT AUTHORITIES,8091,6277,5499,175,KILIMANJARO REGION,75,development
HIV/AIDS,2011,actual,local,,G,D World Bank,LOCAL GOVERNMENT AUTHORITIES,8091,6277,5499,175,KILIMANJARO REGION,75,development
395920000,2012,approved,local,,G,D World Bank,LOCAL GOVERNMENT AUTHORITIES,8091,6277,5499,175,KILIMANJARO REGION,75,development
0,2012,approved,forex,,G,D World Bank,LOCAL GOVERNMENT AUTHORITIES,8091,6277,5499,175,KILIMANJARO REGION,75,development
0,2013,estimates,forex,,G,D World Bank,LOCAL GOVERNMENT AUTHORITIES,8091,6277,5499,175,KILIMANJARO REGION,75,development
7269689000,2013,estimates,local,,,,LOCAL GOVERNMENT AUTHORITIES,8091,Local Government Capital Developm Grant,6277,175,KILIMANJARO REGION,75,development
2982596200,2011,actual,forex,,,,LOCAL GOVERNMENT AUTHORITIES,8091,Local Government Capital Developm Grant,6277,175,KILIMANJARO REGION,75,development
1008429135,2011,actual,local,,,,LOCAL GOVERNMENT AUTHORITIES,8091,Local Government Capital Developm Grant,6277,175,KILIMANJARO REGION,75,development
6471000000,2012,approved,local,,,,LOCAL GOVERNMENT AUTHORITIES,8091,Local Government Capital Developm Grant,6277,175,KILIMANJARO REGION,75,development
1654795000,2012,approved,forex,,,,LOCAL GOVERNMENT AUTHORITIES,8091,Local Government Capital Developm Grant,6277,175,KILIMANJARO REGION,75,development
1654796000,2013,estimates,forex,,,,LOCAL GOVERNMENT AUTHORITIES,8091,Local Government Capital Developm Grant,6277,175,KILIMANJARO REGION,75,development
700000000,2013,estimates,local,,,,LOCAL GOVERNMENT AUTHORITIES,8091,Construction of Council HeadquarterDistrict Councils,6385,175,KILIMANJARO REGION,75,development
0,2011,actual,forex,,,,LOCAL GOVERNMENT AUTHORITIES,8091,Construction of Council HeadquarterDistrict Councils,6385,175,KILIMANJARO REGION,75,development
0,2011,actual,local,,,,LOCAL GOVERNMENT AUTHORITIES,8091,Construction of Council HeadquarterDistrict Councils,6385,175,KILIMANJARO REGION,75,development
800000000,2012,approved,local,,,,LOCAL GOVERNMENT AUTHORITIES,8091,Construction of Council HeadquarterDistrict Councils,6385,175,KILIMANJARO REGION,75,development
0,2012,approved,forex,,,,LOCAL GOVERNMENT AUTHORITIES,8091,Construction of Council HeadquarterDistrict Councils,6385,175,KILIMANJARO REGION,75,development
0,2013,estimates,forex,,,,LOCAL GOVERNMENT AUTHORITIES,8091,Construction of Council HeadquarterDistrict Councils,6385,175,KILIMANJARO REGION,75,development
870000000,2013,estimates,local,,,,LOCAL GOVERNMENT AUTHORITIES,8091,6402,6401,175,KILIMANJARO REGION,75,development
0,2011,actual,forex,,,,LOCAL GOVERNMENT AUTHORITIES,8091,6402,6401,175,KILIMANJARO REGION,75,development
3482263528,2011,actual,local,,,,LOCAL GOVERNMENT AUTHORITIES,8091,6402,6401,175,KILIMANJARO REGION,75,development
550000000,2012,approved,local,,,,LOCAL GOVERNMENT AUTHORITIES,8091,6402,6401,175,KILIMANJARO REGION,75,development
0,2012,approved,forex,,,,LOCAL GOVERNMENT AUTHORITIES,8091,6402,6401,175,KILIMANJARO REGION,75,development
0,2013,estimates,forex,,,,LOCAL GOVERNMENT AUTHORITIES,8091,6402,6401,175,KILIMANJARO REGION,75,development
140000000,2013,estimates,local,,,,LOCAL GOVERNMENT AUTHORITIES,8091,Town/Municipal/City Council,6402,175,KILIMANJARO REGION,75,development
0,2011,actual,forex,,,,LOCAL GOVERNMENT AUTHORITIES,8091,Town/Municipal/City Council,6402,175,KILIMANJARO REGION,75,development
0,2011,actual,local,,,,LOCAL GOVERNMENT AUTHORITIES,8091,Town/Municipal/City Council,6402,175,KILIMANJARO REGION,75,development
0,2012,approved,local,,,,LOCAL GOVERNMENT AUTHORITIES,8091,Town/Municipal/City Council,6402,175,KILIMANJARO REGION,75,development
0,2012,approved,forex,,,,LOCAL GOVERNMENT AUTHORITIES,8091,Town/Municipal/City Council,6402,175,KILIMANJARO REGION,75,development
0,2013,estimates,forex,,,,LOCAL GOVERNMENT AUTHORITIES,8091,Town/Municipal/City Council,6402,175,KILIMANJARO REGION,75,development
0,2013,estimates,local,,L,0 World Bank,LOCAL GOVERNMENT AUTHORITIES,8091,9484285945,Urban local Government Strenthening Prog,175,KILIMANJARO REGION,75,development
0,2011,actual,forex,,L,0 World Bank,LOCAL GOVERNMENT AUTHORITIES,8091,9484285945,Urban local Government Strenthening Prog,175,KILIMANJARO REGION,75,development
6405,2011,actual,local,,L,0 World Bank,LOCAL GOVERNMENT AUTHORITIES,8091,9484285945,Urban local Government Strenthening Prog,175,KILIMANJARO REGION,75,development
0,2012,approved,local,,L,0 World Bank,LOCAL GOVERNMENT AUTHORITIES,8091,9484285945,Urban local Government Strenthening Prog,175,KILIMANJARO REGION,75,development
0,2012,approved,forex,,L,0 World Bank,LOCAL GOVERNMENT AUTHORITIES,8091,9484285945,Urban local Government Strenthening Prog,175,KILIMANJARO REGION,75,development
0,2013,estimates,forex,,L,0 World Bank,LOCAL GOVERNMENT AUTHORITIES,8091,9484285945,Urban local Government Strenthening Prog,175,KILIMANJARO REGION,75,development
0,2013,estimates,local,,,,ADMINISTRATION AND HR MANAGEMENT,1001,Construction of DC's OfficesSelf Help Schemes,6337,178,LINDI REGION,76,development
0,2011,actual,forex,,,,ADMINISTRATION AND HR MANAGEMENT,1001,Construction of DC's OfficesSelf Help Schemes,6337,178,LINDI REGION,76,development
99995782,2011,actual,local,,,,ADMINISTRATION AND HR MANAGEMENT,1001,Construction of DC's OfficesSelf Help Schemes,6337,178,LINDI REGION,76,development
0,2012,approved,local,,,,ADMINISTRATION AND HR MANAGEMENT,1001,Construction of DC's OfficesSelf Help Schemes,6337,178,LINDI REGION,76,development
0,2012,approved,forex,,,,ADMINISTRATION AND HR MANAGEMENT,1001,Construction of DC's OfficesSelf Help Schemes,6337,178,LINDI REGION,76,development
0,2013,estimates,forex,,,,ADMINISTRATION AND HR MANAGEMENT,1001,Construction of DC's OfficesSelf Help Schemes,6337,178,LINDI REGION,76,development
45000000,2013,estimates,local,,,,ADMINISTRATION AND HR MANAGEMENT,1001,144995782,6532,178,LINDI REGION,76,development
0,2011,actual,forex,,,,ADMINISTRATION AND HR MANAGEMENT,1001,144995782,6532,178,LINDI REGION,76,development
45000000,2011,actual,local,,,,ADMINISTRATION AND HR MANAGEMENT,1001,144995782,6532,178,LINDI REGION,76,development
45000000,2012,approved,local,,,,ADMINISTRATION AND HR MANAGEMENT,1001,144995782,6532,178,LINDI REGION,76,development
0,2012,approved,forex,,,,ADMINISTRATION AND HR MANAGEMENT,1001,144995782,6532,178,LINDI REGION,76,development
0,2013,estimates,forex,,,,ADMINISTRATION AND HR MANAGEMENT,1001,144995782,6532,178,LINDI REGION,76,development
0,2013,estimates,local,,,,PLANNING AND COORDINATION,2001,Improve Labour Market,4399,178,LINDI REGION,76,development
0,2011,actual,forex,,,,PLANNING AND COORDINATION,2001,Improve Labour Market,4399,178,LINDI REGION,76,development
32000000,2011,actual,local,,,,PLANNING AND COORDINATION,2001,Improve Labour Market,4399,178,LINDI REGION,76,development
0,2012,approved,local,,,,PLANNING AND COORDINATION,2001,Improve Labour Market,4399,178,LINDI REGION,76,development
0,2012,approved,forex,,,,PLANNING AND COORDINATION,2001,Improve Labour Market,4399,178,LINDI REGION,76,development
0,2013,estimates,forex,,,,PLANNING AND COORDINATION,2001,Improve Labour Market,4399,178,LINDI REGION,76,development
0,2013,estimates,local,Grant,D,World Bank,PLANNING AND COORDINATION,2001,Mainstreaning HIV/AIDS,5494,178,LINDI REGION,76,development
0,2011,actual,forex,Grant,D,World Bank,PLANNING AND COORDINATION,2001,Mainstreaning HIV/AIDS,5494,178,LINDI REGION,76,development
0,2011,actual,local,Grant,D,World Bank,PLANNING AND COORDINATION,2001,Mainstreaning HIV/AIDS,5494,178,LINDI REGION,76,development
0,2012,approved,local,Grant,D,World Bank,PLANNING AND COORDINATION,2001,Mainstreaning HIV/AIDS,5494,178,LINDI REGION,76,development
30000000,2012,approved,forex,Grant,D,World Bank,PLANNING AND COORDINATION,2001,Mainstreaning HIV/AIDS,5494,178,LINDI REGION,76,development
30000000,2013,estimates,forex,Grant,D,World Bank,PLANNING AND COORDINATION,2001,Mainstreaning HIV/AIDS,5494,178,LINDI REGION,76,development
20825000,2013,estimates,local,,,,PLANNING AND COORDINATION,2001,Participatory Appraisal,6531,178,LINDI REGION,76,development
0,2011,actual,forex,,,,PLANNING AND COORDINATION,2001,Participatory Appraisal,6531,178,LINDI REGION,76,development
10000000,2011,actual,local,,,,PLANNING AND COORDINATION,2001,Participatory Appraisal,6531,178,LINDI REGION,76,development
20825000,2012,approved,local,,,,PLANNING AND COORDINATION,2001,Participatory Appraisal,6531,178,LINDI REGION,76,development
0,2012,approved,forex,,,,PLANNING AND COORDINATION,2001,Participatory Appraisal,6531,178,LINDI REGION,76,development
0,2013,estimates,forex,,,,PLANNING AND COORDINATION,2001,Participatory Appraisal,6531,178,LINDI REGION,76,development
4175000,2013,estimates,local,,,,ECONOMIC AND PRODUCTIVE SECTOR,2002,District Agriculture Dev. Support(DADPs),4404,179,LINDI REGION,76,development
0,2011,actual,forex,,,,ECONOMIC AND PRODUCTIVE SECTOR,2002,District Agriculture Dev. Support(DADPs),4404,179,LINDI REGION,76,development
4175000,2011,actual,local,,,,ECONOMIC AND PRODUCTIVE SECTOR,2002,District Agriculture Dev. Support(DADPs),4404,179,LINDI REGION,76,development
4175000,2012,approved,local,,,,ECONOMIC AND PRODUCTIVE SECTOR,2002,District Agriculture Dev. Support(DADPs),4404,179,LINDI REGION,76,development
0,2012,approved,forex,,,,ECONOMIC AND PRODUCTIVE SECTOR,2002,District Agriculture Dev. Support(DADPs),4404,179,LINDI REGION,76,development
0,2013,estimates,forex,,,,ECONOMIC AND PRODUCTIVE SECTOR,2002,District Agriculture Dev. Support(DADPs),4404,179,LINDI REGION,76,development
0,2013,estimates,local,Grant,D,Basket Fund,ECONOMIC AND PRODUCTIVE SECTOR,2002,Agricultural Sector Development Programm,4486,179,LINDI REGION,76,development
39689000,2011,actual,forex,Grant,D,Basket Fund,ECONOMIC AND PRODUCTIVE SECTOR,2002,Agricultural Sector Development Programm,4486,179,LINDI REGION,76,development
0,2011,actual,local,Grant,D,Basket Fund,ECONOMIC AND PRODUCTIVE SECTOR,2002,Agricultural Sector Development Programm,4486,179,LINDI REGION,76,development
0,2012,approved,local,Grant,D,Basket Fund,ECONOMIC AND PRODUCTIVE SECTOR,2002,Agricultural Sector Development Programm,4486,179,LINDI REGION,76,development
29195000,2012,approved,forex,Grant,D,Basket Fund,ECONOMIC AND PRODUCTIVE SECTOR,2002,Agricultural Sector Development Programm,4486,179,LINDI REGION,76,development
29195000,2013,estimates,forex,Grant,D,Basket Fund,ECONOMIC AND PRODUCTIVE SECTOR,2002,Agricultural Sector Development Programm,4486,179,LINDI REGION,76,development
0,2013,estimates,local,Grant,D,Finland,ECONOMIC AND PRODUCTIVE SECTOR,2002,Participatory Forestry Management,4628,179,LINDI REGION,76,development
0,2011,actual,forex,Grant,D,Finland,ECONOMIC AND PRODUCTIVE SECTOR,2002,Participatory Forestry Management,4628,179,LINDI REGION,76,development
0,2011,actual,local,Grant,D,Finland,ECONOMIC AND PRODUCTIVE SECTOR,2002,Participatory Forestry Management,4628,179,LINDI REGION,76,development
0,2012,approved,local,Grant,D,Finland,ECONOMIC AND PRODUCTIVE SECTOR,2002,Participatory Forestry Management,4628,179,LINDI REGION,76,development
25000000,2012,approved,forex,Grant,D,Finland,ECONOMIC AND PRODUCTIVE SECTOR,2002,Participatory Forestry Management,4628,179,LINDI REGION,76,development
25000000,2013,estimates,forex,Grant,D,Finland,ECONOMIC AND PRODUCTIVE SECTOR,2002,Participatory Forestry Management,4628,179,LINDI REGION,76,development
0,2013,estimates,local,Grant,D,World Bank,INFRASTUCTURE SECTOR,2003,Rulal Water Supply and Sanitation,3217,179,LINDI REGION,76,development
47891000,2011,actual,forex,Grant,D,World Bank,INFRASTUCTURE SECTOR,2003,Rulal Water Supply and Sanitation,3217,179,LINDI REGION,76,development
0,2011,actual,local,Grant,D,World Bank,INFRASTUCTURE SECTOR,2003,Rulal Water Supply and Sanitation,3217,179,LINDI REGION,76,development
0,2012,approved,local,Grant,D,World Bank,INFRASTUCTURE SECTOR,2003,Rulal Water Supply and Sanitation,3217,179,LINDI REGION,76,development
0,2012,approved,forex,Grant,D,World Bank,INFRASTUCTURE SECTOR,2003,Rulal Water Supply and Sanitation,3217,179,LINDI REGION,76,development
0,2013,estimates,forex,Grant,D,World Bank,INFRASTUCTURE SECTOR,2003,Rulal Water Supply and Sanitation,3217,179,LINDI REGION,76,development
0,2013,estimates,local,,,,INFRASTUCTURE SECTOR,2003,Education Sector Development Programme,4312,179,LINDI REGION,76,development
0,2011,actual,forex,,,,INFRASTUCTURE SECTOR,2003,Education Sector Development Programme,4312,179,LINDI REGION,76,development
100000000,2011,actual,local,,,,INFRASTUCTURE SECTOR,2003,Education Sector Development Programme,4312,179,LINDI REGION,76,development
0,2012,approved,local,,,,INFRASTUCTURE SECTOR,2003,Education Sector Development Programme,4312,179,LINDI REGION,76,development
0,2012,approved,forex,,,,INFRASTUCTURE SECTOR,2003,Education Sector Development Programme,4312,179,LINDI REGION,76,development
0,2013,estimates,forex,,,,INFRASTUCTURE SECTOR,2003,Education Sector Development Programme,4312,179,LINDI REGION,76,development
0,2013,estimates,local,,,,INFRASTUCTURE SECTOR,2003,Rehabilitation Of School and Collages,4371,179,LINDI REGION,76,development
0,2011,actual,forex,,,,INFRASTUCTURE SECTOR,2003,Rehabilitation Of School and Collages,4371,179,LINDI REGION,76,development
0,2011,actual,local,,,,INFRASTUCTURE SECTOR,2003,Rehabilitation Of School and Collages,4371,179,LINDI REGION,76,development
60000000,2012,approved,local,,,,INFRASTUCTURE SECTOR,2003,Rehabilitation Of School and Collages,4371,179,LINDI REGION,76,development
0,2012,approved,forex,,,,INFRASTUCTURE SECTOR,2003,Rehabilitation Of School and Collages,4371,179,LINDI REGION,76,development
0,2013,estimates,forex,,,,INFRASTUCTURE SECTOR,2003,Rehabilitation Of School and Collages,4371,179,LINDI REGION,76,development
0,2013,estimates,local,,,,INFRASTUCTURE SECTOR,2003,Strengthening Referal Hospital,5411,179,LINDI REGION,76,development
0,2011,actual,forex,,,,INFRASTUCTURE SECTOR,2003,Strengthening Referal Hospital,5411,179,LINDI REGION,76,development
0,2011,actual,local,,,,INFRASTUCTURE SECTOR,2003,Strengthening Referal Hospital,5411,179,LINDI REGION,76,development
30000000,2012,approved,local,,,,INFRASTUCTURE SECTOR,2003,Strengthening Referal Hospital,5411,179,LINDI REGION,76,development
0,2012,approved,forex,,,,INFRASTUCTURE SECTOR,2003,Strengthening Referal Hospital,5411,179,LINDI REGION,76,development
0,2013,estimates,forex,,,,INFRASTUCTURE SECTOR,2003,Strengthening Referal Hospital,5411,179,LINDI REGION,76,development
0,2013,estimates,local,,,,INFRASTUCTURE SECTOR,2003,Construction&Rehabilitation of Buildings,6327,179,LINDI REGION,76,development
0,2011,actual,forex,,,,INFRASTUCTURE SECTOR,2003,Construction&Rehabilitation of Buildings,6327,179,LINDI REGION,76,development
50000000,2011,actual,local,,,,INFRASTUCTURE SECTOR,2003,Construction&Rehabilitation of Buildings,6327,179,LINDI REGION,76,development
0,2012,approved,local,,,,INFRASTUCTURE SECTOR,2003,Construction&Rehabilitation of Buildings,6327,179,LINDI REGION,76,development
0,2012,approved,forex,,,,INFRASTUCTURE SECTOR,2003,Construction&Rehabilitation of Buildings,6327,179,LINDI REGION,76,development
0,2013,estimates,forex,,,,INFRASTUCTURE SECTOR,2003,Construction&Rehabilitation of Buildings,6327,179,LINDI REGION,76,development
100000000,2013,estimates,local,,,,INFRASTUCTURE SECTOR,2003,Construction of DCs House,6331,179,LINDI REGION,76,development
0,2011,actual,forex,,,,INFRASTUCTURE SECTOR,2003,Construction of DCs House,6331,179,LINDI REGION,76,development
0,2011,actual,local,,,,INFRASTUCTURE SECTOR,2003,Construction of DCs House,6331,179,LINDI REGION,76,development
33377000,2012,approved,local,,,,INFRASTUCTURE SECTOR,2003,Construction of DCs House,6331,179,LINDI REGION,76,development
0,2012,approved,forex,,,,INFRASTUCTURE SECTOR,2003,Construction of DCs House,6331,179,LINDI REGION,76,development
0,2013,estimates,forex,,,,INFRASTUCTURE SECTOR,2003,Construction of DCs House,6331,179,LINDI REGION,76,development
250000000,2013,estimates,local,,,,INFRASTUCTURE SECTOR,2003,Construction of  DC's Office,6337,179,LINDI REGION,76,development
0,2011,actual,forex,,,,INFRASTUCTURE SECTOR,2003,Construction of  DC's Office,6337,179,LINDI REGION,76,development
0,2011,actual,local,,,,INFRASTUCTURE SECTOR,2003,Construction of  DC's Office,6337,179,LINDI REGION,76,development
50000000,2012,approved,local,,,,INFRASTUCTURE SECTOR,2003,Construction of  DC's Office,6337,179,LINDI REGION,76,development
0,2012,approved,forex,,,,INFRASTUCTURE SECTOR,2003,Construction of  DC's Office,6337,179,LINDI REGION,76,development
0,2013,estimates,forex,,,,INFRASTUCTURE SECTOR,2003,Construction of  DC's Office,6337,179,LINDI REGION,76,development
33377000,2013,estimates,local,,,,INFRASTUCTURE SECTOR,2003,Rehabilitation Of RC office,6342,179,LINDI REGION,76,development
0,2011,actual,forex,,,,INFRASTUCTURE SECTOR,2003,Rehabilitation Of RC office,6342,179,LINDI REGION,76,development
0,2011,actual,local,,,,INFRASTUCTURE SECTOR,2003,Rehabilitation Of RC office,6342,179,LINDI REGION,76,development
10000000,2012,approved,local,,,,INFRASTUCTURE SECTOR,2003,Rehabilitation Of RC office,6342,179,LINDI REGION,76,development
0,2012,approved,forex,,,,INFRASTUCTURE SECTOR,2003,Rehabilitation Of RC office,6342,179,LINDI REGION,76,development
0,2013,estimates,forex,,,,INFRASTUCTURE SECTOR,2003,Rehabilitation Of RC office,6342,179,LINDI REGION,76,development
0,2013,estimates,local,,,,INFRASTUCTURE SECTOR,2003,Construction of Government Quarters,6384,179,LINDI REGION,76,development
0,2011,actual,forex,,,,INFRASTUCTURE SECTOR,2003,Construction of Government Quarters,6384,179,LINDI REGION,76,development
69821000,2011,actual,local,,,,INFRASTUCTURE SECTOR,2003,Construction of Government Quarters,6384,179,LINDI REGION,76,development
50000000,2012,approved,local,,,,INFRASTUCTURE SECTOR,2003,Construction of Government Quarters,6384,179,LINDI REGION,76,development
0,2012,approved,forex,,,,INFRASTUCTURE SECTOR,2003,Construction of Government Quarters,6384,179,LINDI REGION,76,development
0,2013,estimates,forex,,,,INFRASTUCTURE SECTOR,2003,Construction of Government Quarters,6384,179,LINDI REGION,76,development
0,2013,estimates,local,,,,INFRASTUCTURE SECTOR,2003,Construction of Office Building,6389,180,LINDI REGION,76,development
0,2011,actual,forex,,,,INFRASTUCTURE SECTOR,2003,Construction of Office Building,6389,180,LINDI REGION,76,development
50000000,2011,actual,local,,,,INFRASTUCTURE SECTOR,2003,Construction of Office Building,6389,180,LINDI REGION,76,development
50000000,2012,approved,local,,,,INFRASTUCTURE SECTOR,2003,Construction of Office Building,6389,180,LINDI REGION,76,development
0,2012,approved,forex,,,,INFRASTUCTURE SECTOR,2003,Construction of Office Building,6389,180,LINDI REGION,76,development
0,2013,estimates,forex,,,,INFRASTUCTURE SECTOR,2003,Construction of Office Building,6389,180,LINDI REGION,76,development
0,2013,estimates,local,Grant,D,BasketFundD,SOCIAL SECTOR,2004,Health Sector Development Programme,5486,180,LINDI REGION,76,development
0,2011,actual,forex,Grant,D,BasketFundD,SOCIAL SECTOR,2004,Health Sector Development Programme,5486,180,LINDI REGION,76,development
0,2011,actual,local,Grant,D,BasketFundD,SOCIAL SECTOR,2004,Health Sector Development Programme,5486,180,LINDI REGION,76,development
0,2012,approved,local,Grant,D,BasketFundD,SOCIAL SECTOR,2004,Health Sector Development Programme,5486,180,LINDI REGION,76,development
146591000,2012,approved,forex,Grant,D,BasketFundD,SOCIAL SECTOR,2004,Health Sector Development Programme,5486,180,LINDI REGION,76,development
195455000,2013,estimates,forex,Grant,D,BasketFundD,SOCIAL SECTOR,2004,Health Sector Development Programme,5486,180,LINDI REGION,76,development
0,2013,estimates,local,,,,EDUCATION SECTOR,2006,Construction of SecondarySEDEP,4335,180,LINDI REGION,76,development
0,2011,actual,forex,,,,EDUCATION SECTOR,2006,Construction of SecondarySEDEP,4335,180,LINDI REGION,76,development
0,2011,actual,local,,,,EDUCATION SECTOR,2006,Construction of SecondarySEDEP,4335,180,LINDI REGION,76,development
50000000,2012,approved,local,,,,EDUCATION SECTOR,2006,Construction of SecondarySEDEP,4335,180,LINDI REGION,76,development
0,2012,approved,forex,,,,EDUCATION SECTOR,2006,Construction of SecondarySEDEP,4335,180,LINDI REGION,76,development
0,2013,estimates,forex,,,,EDUCATION SECTOR,2006,Construction of SecondarySEDEP,4335,180,LINDI REGION,76,development
24463000,2013,estimates,local,Loan,D,FranceD,EDUCATION SECTOR,2006,0,4390,180,LINDI REGION,76,development
0,2011,actual,forex,Loan,D,FranceD,EDUCATION SECTOR,2006,0,4390,180,LINDI REGION,76,development
0,2011,actual,local,Loan,D,FranceD,EDUCATION SECTOR,2006,0,4390,180,LINDI REGION,76,development
0,2012,approved,local,Loan,D,FranceD,EDUCATION SECTOR,2006,0,4390,180,LINDI REGION,76,development
0,2012,approved,forex,Loan,D,FranceD,EDUCATION SECTOR,2006,0,4390,180,LINDI REGION,76,development
26645000,2013,estimates,forex,Loan,D,FranceD,EDUCATION SECTOR,2006,0,4390,180,LINDI REGION,76,development
0,2013,estimates,local,Grant,D,World Bank,WATER SECTOR,2007,Rural Water Supply and Sanitation,3280,180,LINDI REGION,76,development
0,2011,actual,forex,Grant,D,World Bank,WATER SECTOR,2007,Rural Water Supply and Sanitation,3280,180,LINDI REGION,76,development
0,2011,actual,local,Grant,D,World Bank,WATER SECTOR,2007,Rural Water Supply and Sanitation,3280,180,LINDI REGION,76,development
0,2012,approved,local,Grant,D,World Bank,WATER SECTOR,2007,Rural Water Supply and Sanitation,3280,180,LINDI REGION,76,development
24703000,2012,approved,forex,Grant,D,World Bank,WATER SECTOR,2007,Rural Water Supply and Sanitation,3280,180,LINDI REGION,76,development
67903000,2013,estimates,forex,Grant,D,World Bank,WATER SECTOR,2007,Rural Water Supply and Sanitation,3280,180,LINDI REGION,76,development
0,2013,estimates,local,,,,REGIONAL HOSPITAL,3001,Rehabilitation of Regional Hospital,5404,180,LINDI REGION,76,development
0,2011,actual,forex,,,,REGIONAL HOSPITAL,3001,Rehabilitation of Regional Hospital,5404,180,LINDI REGION,76,development
300000000,2011,actual,local,,,,REGIONAL HOSPITAL,3001,Rehabilitation of Regional Hospital,5404,180,LINDI REGION,76,development
50000000,2012,approved,local,,,,REGIONAL HOSPITAL,3001,Rehabilitation of Regional Hospital,5404,180,LINDI REGION,76,development
0,2012,approved,forex,,,,REGIONAL HOSPITAL,3001,Rehabilitation of Regional Hospital,5404,180,LINDI REGION,76,development
0,2013,estimates,forex,,,,REGIONAL HOSPITAL,3001,Rehabilitation of Regional Hospital,5404,180,LINDI REGION,76,development
0,2013,estimates,local,Grant,D,BasketFundD,REGIONAL HOSPITAL,3001,Health Sector Development Programme,5486,181,LINDI REGION,76,development
195454869,2011,actual,forex,Grant,D,BasketFundD,REGIONAL HOSPITAL,3001,Health Sector Development Programme,5486,181,LINDI REGION,76,development
0,2011,actual,local,Grant,D,BasketFundD,REGIONAL HOSPITAL,3001,Health Sector Development Programme,5486,181,LINDI REGION,76,development
0,2012,approved,local,Grant,D,BasketFundD,REGIONAL HOSPITAL,3001,Health Sector Development Programme,5486,181,LINDI REGION,76,development
0,2012,approved,forex,Grant,D,BasketFundD,REGIONAL HOSPITAL,3001,Health Sector Development Programme,5486,181,LINDI REGION,76,development
0,2013,estimates,forex,Grant,D,BasketFundD,REGIONAL HOSPITAL,3001,Health Sector Development Programme,5486,181,LINDI REGION,76,development
0,2013,estimates,local,Loan,D,IDA,PREVENTIVE SERVICES,3002,HIV/AIDS,5499,181,LINDI REGION,76,development
30000000,2011,actual,forex,Loan,D,IDA,PREVENTIVE SERVICES,3002,HIV/AIDS,5499,181,LINDI REGION,76,development
0,2011,actual,local,Loan,D,IDA,PREVENTIVE SERVICES,3002,HIV/AIDS,5499,181,LINDI REGION,76,development
0,2012,approved,local,Loan,D,IDA,PREVENTIVE SERVICES,3002,HIV/AIDS,5499,181,LINDI REGION,76,development
0,2012,approved,forex,Loan,D,IDA,PREVENTIVE SERVICES,3002,HIV/AIDS,5499,181,LINDI REGION,76,development
0,2013,estimates,forex,Loan,D,IDA,PREVENTIVE SERVICES,3002,HIV/AIDS,5499,181,LINDI REGION,76,development
0,2013,estimates,local,Grant,D,World Bank,LOCAL GOVERNMENT AUTHORITIES,8091,Rural Water Supply and SanitationRoad Fund,3280,181,LINDI REGION,76,development
3328439818,2011,actual,forex,Grant,D,World Bank,LOCAL GOVERNMENT AUTHORITIES,8091,Rural Water Supply and SanitationRoad Fund,3280,181,LINDI REGION,76,development
0,2011,actual,local,Grant,D,World Bank,LOCAL GOVERNMENT AUTHORITIES,8091,Rural Water Supply and SanitationRoad Fund,3280,181,LINDI REGION,76,development
0,2012,approved,local,Grant,D,World Bank,LOCAL GOVERNMENT AUTHORITIES,8091,Rural Water Supply and SanitationRoad Fund,3280,181,LINDI REGION,76,development
982906000,2012,approved,forex,Grant,D,World Bank,LOCAL GOVERNMENT AUTHORITIES,8091,Rural Water Supply and SanitationRoad Fund,3280,181,LINDI REGION,76,development
2443657000,2013,estimates,forex,Grant,D,World Bank,LOCAL GOVERNMENT AUTHORITIES,8091,Rural Water Supply and SanitationRoad Fund,3280,181,LINDI REGION,76,development
0,2013,estimates,local,,,,LOCAL GOVERNMENT AUTHORITIES,8091,4390,4170,181,LINDI REGION,76,development
0,2011,actual,forex,,,,LOCAL GOVERNMENT AUTHORITIES,8091,4390,4170,181,LINDI REGION,76,development
3121737595,2011,actual,local,,,,LOCAL GOVERNMENT AUTHORITIES,8091,4390,4170,181,LINDI REGION,76,development
0,2012,approved,local,,,,LOCAL GOVERNMENT AUTHORITIES,8091,4390,4170,181,LINDI REGION,76,development
0,2012,approved,forex,,,,LOCAL GOVERNMENT AUTHORITIES,8091,4390,4170,181,LINDI REGION,76,development
0,2013,estimates,forex,,,,LOCAL GOVERNMENT AUTHORITIES,8091,4390,4170,181,LINDI REGION,76,development
0,2013,estimates,local,,,,LOCAL GOVERNMENT AUTHORITIES,8091,Secondary Education Development Program,4390,181,LINDI REGION,76,development
0,2011,actual,forex,,,,LOCAL GOVERNMENT AUTHORITIES,8091,Secondary Education Development Program,4390,181,LINDI REGION,76,development
2018018068,2011,actual,local,,,,LOCAL GOVERNMENT AUTHORITIES,8091,Secondary Education Development Program,4390,181,LINDI REGION,76,development
0,2012,approved,local,,,,LOCAL GOVERNMENT AUTHORITIES,8091,Secondary Education Development Program,4390,181,LINDI REGION,76,development
0,2012,approved,forex,,,,LOCAL GOVERNMENT AUTHORITIES,8091,Secondary Education Development Program,4390,181,LINDI REGION,76,development
1069849000,2013,estimates,forex,,,,LOCAL GOVERNMENT AUTHORITIES,8091,Secondary Education Development Program,4390,181,LINDI REGION,76,development
